ad_id,title,company,town,opening_date,closing_date,ad_url,vacancy_details_url,poster_image_file,emails,phones,ocr_text,is_internship,tech_skills,soft_skills,skills_all,is_tech
topjobs_1472491,Intern - Project Manager (1),John Keells IT,Colombo 2,2026-02-24,2026-03-24,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000049&jc=0001472491&ec=0000000313&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000049&jc=0001472491&ec=0000000313&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472491.jpeg,,,"John Kealis information Technology {Pvt] Lid, the consulting and professional IT services arm of John Keells Holdings

PLC, {Sri.Lanka's largest conglomerate listed on the Colombo Stack Exchange]. 's a global professional services leader,

‘uansforming enterprises with cutting-edge digital solutions. 9 pees

Driven by a Goud first, Mobile first and AMfirst strategy, and strategic partnerships with global leaders fike Microsoft, SAP, a el.

and Salesforce, John Keells IT focuses ‘on Strategy, Consulting, Digital, Technology, and Operations ‘for’ large iid

mubinational companies worldwide, empowering businesses with innovation, agility, growth, and security. John Keells ae,

IT has delivered many award-winning solutions to some of the biggest riames in Europe, the Middle East, and Asia ; . : ‘

We invite applications from suitably qualified individuals for the post of Intern - Project Manager. The selected = ‘

candidate will report to the Head of Delivery . . : Sia

The Intern - Project Manager will be responsible for: \ y's 7 ng y

«Maintaining and updating project documentation, tackers, and recordsio supp projecT eco. | a \ ; ee

* Assisting in scheduling mestings, coordinating calendars, and preparing basic meeting minutes and action fem. YC) 2s \: . fo 4

* Following up wath team members on assigned tasks and supporting timely completion of dalverables_) A Se me ne

Supporting the preparation of basic project status updates, surwnaries, and progress Feports’ J ‘ C3 é 7 oe

«Providing general coordination and administrative support to the projectteam.) & J aS W a =

F_Assing intheuse of project oat and grt wo monte aces and Weck Prog PI RE aw fe

f Vo ORS Neer fi”

The ideal candidate should possess: iS) hy j 97 ee NSS fe

+ Current enrollment in or recent completion of a bachelor’s degree in Information Technology, Business Management,, e a el Nas y ay
Engineering, ora related field. [as Be MEY OR AY.

«Base undeeronding of projet management concep such as Agi, Scrum, or Waterfall methodologies ag) ar fs

‘= Proficiency in Microsoft Office 365 applications including Excel, PowerPoint, Word, and Teams. “veg we ec ™ me ONL,

| Familiarity with project management or collaboration tools such as Jira, Trello, Microsoft Planner, or Azure DevOps will be ae eee he ee i
an added advantage Rhee = ae?

‘Ability to imerpret simple data and prepare basic reports or summaries. me EME erat re

+ Strong communication, teamwork, and time management skils.. pei daa “ta AB

‘. Amention to detail, acaprabily, and willingness to learn in a festpaced environment INTERN

+. Interest in project management or technology-driven roles. Wa

+. Anyprior exposure through intemships, university activities, volunteering, or team-based projects will be an advantage: Project Manager,

ityou're up for the challenge, please send your resume to careers@johnkeellsitcom or:

Click on the advert to apply. JOHN KEELLS Pry | cons) KH ‘Reta Kate Grey mca pparenty

Please state the position you're interested in the subject line of your email NKEELLS yore siete el”

strana ets ed re einen pte ne tt teed
",True,"azure, excel, jira","collaboration, communication, teamwork, time management","azure, collaboration, communication, excel, jira, teamwork, time management",True
topjobs_1471205,Trainee IT (1),Micronet Global Services (Pvt) Ltd,,2026-02-20,2026-02-28,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000419&jc=0001471205&ec=0000000552&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000419&jc=0001471205&ec=0000000552&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471205.png,,"000 0 0000, 00000 00000","WE ARE [eenir now IQ
00000
00000
ooo°o
» oO 90
TRAINEE fi Ky)
° @nfy mele canchtites ane encomeagad)
tofapply.
O Fessed 6.CE. OR & AL
© Good Communication Skills,
O Goniiiteste 7 Bisiome in initermetion
O Computer Uieragy,
© Remiller wii Goncapns of Wihacows,
HardwarewmNetworkinelinfrastructunes
© School! Leavers are GnaomEyad t epply
000 0
0000 \Q)
000
o° PAAR
—_ 4} \\_| gea@microncagiobalace
70 HA
",True,,communication,communication,True
topjobs_1471199,Trainee IT (1),Micronet Global Services (Pvt) Ltd,Colombo 2,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000419&jc=0001471199&ec=0000000552&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000419&jc=0001471199&ec=0000000552&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471199.png,,"000 0 0000, 00000 00000","WE ARE [eenir now IQ
00000
00000
ooo°o
» oO 90
TRAINEE fi Ky)
° @nfy mele canchtites ane encomeagad)
tofapply.
O Fessed 6.CE. OR & AL
© Good Communication Skills,
O Goniiiteste 7 Bisiome in initermetion
O Computer Uieragy,
© Remiller wii Goncapns of Wihacows,
HardwarewmNetworkinelinfrastructunes
© School! Leavers are GnaomEyad t epply
000 0
0000 \Q)
000
o° PAAR
—_ 4} \\_| gea@microncagiobalace
70 HA
",True,,communication,communication,True
topjobs_1468992,Trainee Electronic & Electrical Technician,Softnet Information (Pvt) Ltd,Maharagama,2026-02-16,2026-03-02,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001468992&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001468992&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468992.png,softnethrm@gmail.com,"011 77 99, 01177 99 666, 076 634 0449, 0766340249","1% —_
2 - | . FOLLOW US NOW
css} | cms { © TO.0,
ama . att ‘ ae \ »}
es <a te
= Electrical Technician Sy
a Ps eh
= CINDUSTRIAL MACHINE INSTALLATION & REPAIRS } SERIA,
—l mi f vA YW oo
—__Il - me ie! w Pp fig CN ee
C. ~ Vu “], 3 a a
= WEARE CW 7) BY aca
al © ‘ . fi : 7 BAe BS
q ry We are looking for a motivated and enthusiastic Trainee Electronic & Electrical Technician ~ f Fit ‘é. £ ie eee
' to join our team. This is an excellent opportunity for individuats who, wish to gain fy fe: MA 2 Lg oe
oy frands-on experience in industrial machine installation, maintenance, and repairs. At i. of = BN
& Key Responsibilities D4 # Ae Pe ex
+ Assist in installation and commissioning of industrial machines ~~ * 4 ° ie > en ERI
+ Support troubleshooting and repair of electrical and electronic systems S  evremener atl lo
+ Leam to read and interpret electrical diagrams and technical manuals =. Sy ¥Y \
+ Assist in preventive maintenance activities aS SN v/ 4,070 4
* Follow safety procedures and company standards \ ao ars a oe
* Provide on-site support under supervision op Po i Fob
:
> Basic knowledge of Electrical / Electronic systems! .
\ 1 * NVQ Technical Certificate / Diploma { Completed or following
~S <, Willingness to learn and develop technical skills}
i Ability to work in a team environment)
f= Good problem-solving skills]
Willing to travel for site work (If required )}
. _—
: = eta ne
te ’ “, SOFTNET INFORMATION (PVT)LTD,
- Interested candidates can send their resume fo’
‘softnethrm @gmail.com with the subject line “APPLICATION . TRAINEE ELECTRONIC & ELECTRICAL TECHNICIAN’
@ BE conract us : 011 77 99.666 / 0766340249 / HO. 118, HIGHLEVEL ROAD, MAHARAGAMA BE (>
—— ee
softnethrm@gmail.com | 01177 99 666 / 076 634 0449 | www.sofinetdigital.com,
",True,"c, css",problem solving,"c, css, problem solving",True
topjobs_1470321,Trainee Electrical Engineer,88th Solar (Pvt) Ltd,Colombo,2026-02-18,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001470321&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001470321&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470321.png,,,"cs a .
ES)solar VES

Renewable Energy Brought Hoifle di iV ZG ; |

mh at eA hI art an Zz _ k= _S
7 TRAINEE:ELECTRICAL ENGINEER J .
SS COPARTDVESERENE WABI = away <9
Sew SS THISOUART( DV. )1l° 1 L Sunes seater
meen DAD DAGANARSRISAYAWARBDHANARURA:? KOT EGE
WS get AS ee eee ee Tere SITE eae ass | eae
Ze AROUE THE BBIE Sa SM NT
Na R2s8 seins hl lastic anc alii aon Bea Eralnsseeed join our//S\
- Ru | -areing Sole /e elgy tearm. This) role, iidis-hands-on fain al exppauire to lw
IS pNetistand heepporitiety fe build scares thera Lepandiny rete 4 gS NG
EN BS VAN EN SARE NE SCENE NS ENE
=NZigeynesponsipiiities/\/)7 = S77 = SGI SSN
(/ BSR desi ee RY sate deat BRS DORR LV ISSN ULL NS
Asti fe Vere VES TS) 8 WS |X) fe ee Site
DS Kesieeulsel Aerie apa GE peRGR INTE: CEN rege
ENE FReUieOrQwar cent CER edustcharetreiecal es ot eatRetaT east NN
\e MReqairements\ \VoS |e MVS ae MEISE
= Shr int test Incenewableener gndslsta abil ' LN oN ' iA
Ee eR ESN ESN TES:
IS EN Coed khawledae SF elecrical Woterris ckocAnzar PV. rear V4! We \Z
IS eed coteinanieatncteeta eee NLL NO LOS.
EN Ret ainenuhiggdion greateaimaer MEN SLE NEN KE NEN
EN lingnpee lear anc sagen’ eimaryiei WINS ENS ENTS
ee AES (S Ye Ge X(t LSE (ES
5: l\eeparcorsrkbanials Gedrreneaymnllecne, NUS ASA
CY, art sanka’s clean-energy futures mI . UNS Vy :
Ve /sensiyeonn aad as FOES BéehoslnGamaitsorne //\
"" WER SAG Haiti wins el anton deed bg VAN Ew
",True,,,,True
topjobs_1471459,Intern - Software Engineer | Software Engineer | Senior Software Engineer,Venturecorp (Pvt) Ltd,Colombo 5,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471459&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471459&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471459.png,,,,True,,,,True
topjobs_1472644,Human Resource Intern,Cosmetics.lk (Pvt) Ltd,Nugegoda,2026-02-24,2026-03-10,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001472644&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001472644&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472644.png,,,".
(op Cosmetics.Ik
The Ukimate Beauty Mantra
GRE HUMAN RESOURCE = INTERN

About Us
We are cosmetics.lk a renowned company representing globally recognized beauty brands.
Honored with the prestigious ""Gold Award” for Best Website 2022. We are celebrated for our
authenticity and commitment to excellence. \\X
Position Overview iN a\t\ S yo

Tm on \A .
As a Human Resource Intern, you will gain hands-on experience HR functions such as
recruitment, onboarding,' employee ‘engagement, and administrative tasks. Interns may
assist withresume \y“~ ~
Responsibilities
+ Assist in recruitment processes (sourcing, screening, scheduling interviews).
+ Help organize training sessions and workshops.
+ Maintain employee records and HR databases.
+ Support in employee engagement activities.
+ Conduct market research on HR trends.
Qualifications
+ Currently pursuing a degree in Human Resources, Business Administration, or related field
+ Strong communication and organizational skills.
+ Proficiency in MS Office.

Ability to work independently and In a team.
Benefits
* Hands-on experience in HR processes.
* Networking opportunities.
+ Potential for full-time placement.
Application Process
If you have what it takes, please drop your CV to careers@cosmetics.|k with subject line
“Internship — Human Resource * within 14 days of this advertisement
‘COSMETICS.LK (PVT) TTD!
ENoc 7/14, Pepiliyand Mawatha, Nugegoda,
",True,networking,communication,"communication, networking",True
topjobs_1472486,Intern - Client Service (1),John Keells IT,Colombo 2,2026-02-24,2026-03-24,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000049&jc=0001472486&ec=0000000313&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000049&jc=0001472486&ec=0000000313&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472486.jpeg,careers@johnkeellsit.com,,"John Kells Information Technology (Pvt) Ltd, the consulting and professional IT services arm of John Keells Holdings ° git : ar
LG, (Sri.Lanka’s largest conglomerate listed on the Colombo Stack Exchangel, is 4 global professional services leader, a ee
‘uansforming enterprises with cutting-edge digital solutions. ae as :
Driven bya Goud first, Mobile first and AMfirst strategy, and strategic partnerships with globat leaders like Microsoft, SAP, ré eam)
and Salesforce, John Kells IT focuses ‘on Strategy,’ Consulting, Digital, Technology, and Operations ‘for large con io y .
multinational companies worldwide, empowering businesses with innovation, agility, growth, and security. John Kelis . Whey - \y i
IT has detivered many award-winning solutions to some of the biggest names in Europe, the Middle East, and Asia: ow } “a
We invite applications from suitably qualified individuals for the post of Intem - Client Services . The selected candidate 7 RNY \ Shas act \e ws is,
will report zo the Practice Manager. x i ie a P aan i
The Inter - Client Services will be responsible for: ihe (ey SS oo : we. 2 :
4 Assistin supporting customers through the support poral, emai, phone, online inéeting, and in-petson interactions when} NS ars i cay
required. oN ANAM we , Wet 60/1
ae aed in
+ Support the team in mainiaining positive relationships with dents and responding zo their queries, ALF Sy Z ee fy
+ Help manizor project or service progress and support camfiunication of updates 16 internal teams andi Customers, 2 ere ole an i.
«Assist in tracking customer usage of products and preparing basic reports or summaries when needed v= 7k 7 1:
© pp onary pees chew hasan hepteiean charg clan ecods ie LE Yaa 7.
* Help wrack service requests and performance against assigned KPIs and SLAS. Lia =~ . “i cy Fi
«Ate wancocurertatan cer pes an somone i ete cer ees, oa aA Gy,
+ Participate in learning opportunities, training sessions, and knowledge sharing activities. ee nace eo eh
«Provide support to clients as part of shift-based operations, f required, Tey er Ae * ANS
{Asset te team with addtional tats or special recess as assigned » Hen e Nea SS ee
‘The ideal candidate should possess. m*( oo = ad aN °
Currently pursuing or recently completed a bachelor’s degree in Business, IT, Management, or a related field mere (aa soena te : i om |i
= Sirong interest in dient relationship management, customer service, or IT service delivery, oo MRe Pope oa Gig eS
* Basic understanding of IT solutions or wilingness to learn, SON he
* Good communication and interpersonal skills, I NTERN weed
+ Organized, detait oriented, and eager to lear in a fast paced environment. UD Feast th ee!
* Ability to work collaboratively in a team setting. Client Services} i:
I you're up for the challenge, please send your resume to careers@johnkeellsit.com or:
Click on the advert to apply. JOHN KEELLS Pry | cons) KH ‘Reta Kate Grey mca pparenty
Please state the position you're interested in the subject line of your email NKEELLS zp sgriessoe ont”
rena me rt pete pnt A ee bt eel
",True,git,communication,"communication, git",True
topjobs_1467112,Trainee Site Support Engineer - Biyagama,Micronet Global Services (Pvt) Ltd,,2026-02-13,2026-03-31,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000419&jc=0001467112&ec=0000000552&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000419&jc=0001467112&ec=0000000552&pg=applicant/vacancyDetails.jsp,,,,,True,,,,True
topjobs_1468658,Intern - IT Operations and Cybersecurity,IPD Colombo (Pvt) Ltd,Colombo 5,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001468658&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001468658&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468658.png,,,"INTERN SITJORERATIONS AND
= Name! TA ""
IPD Is @ publicly listed Australian company providing electrical engineering products and solutions to the
Australian market for over 70 years. IPD Colombo team is the offshore unit of IPD Australia and currently consists
of over 200 professionals collaborating with over 450 team members across Australia in a dynamic and
innovative environment to achieve high quality results}
As a Systems & Cybersecurity Intern, you will support IT Infrastructure operations including system monitoring,
‘user support, and basic network and server tasks. You will also assist with security-related activities such as
‘access control, endpoint protection, and following cybersecurity best practices to help maintain a secure and
retiable IT environment,
{|
-7 ae
a _ pee -
4 :
WHY CHOOSE US? | | ' 4 |
* Cutting-Edge Projects: Dive into exciting projects at the forefront of technology innovation. oa
+ Hands-On Learning: Gain practical, hands-on experience that goes beyond the classroom. {
+ Expert Mentorship: Learn from the best in the industry. L } | 7
+ Industry Insights: Get a glimpse into the inner workings of the IT industry. ~ | re
* Collaborative Environment: Join a collaborative and supportive team where your ideas are
valued, and your contributions make a difference. ft id ~, .
* Networking Opportunities: Build connections that last a lifetime. - |
t + grey .
, 4 t i ~
Don't miss out on this incredible opportunity. Apply now if youre a tatented person with strong technical
proficiency, problem-solving aptitude, good communication skills, teamwork, time management, and adesira +
to learn new tinge ' L } \A \ 7 e wld oy ,
: § : Z- im A
| i bok ° \_o aN A fbi
— _ 7}
Noa ae Me | Sy Se
Wie % ges |
ws . LEAD
~ — 4
IPD COLOMBO (PVT) LTD
No: 118/5, 7/1, Nawala Road, Narahenpita, Colombe — 05, Sri Lanka. CLICK HERE TO APPLY,
Web: www.ipdlk.
",True,"cybersecurity, networking","communication, problem solving, teamwork, time management","communication, cybersecurity, networking, problem solving, teamwork, time management",True
topjobs_1361452,Internship - Data Entry (Panadura),Hayleys Group,,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000377&jc=0001361452&ec=0000000495&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000377&jc=0001361452&ec=0000000495&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1361452.jpg,vacancy@citypak.lk,,".
Citypak xapvantis
BYADVANTIS
Hayleys Group is amongst Sri Lanka’s largest, and most iespected diversified conglomerates with a
turnover in excess of USD 1 Billion. To explore the World of Hayleys, visit us at: wwaw.hayleys.com.
HAYLEYS ADVANTIS LIMITED
Hayleys Advantis Group, the transportation, logistics and aviation arm of Hayleys PLC with over 60 years
of industry presence, is a pioneer in providing end-to-end logistics solutions, representing some of the
World’s foremost shipping lines, freight forwarders and the largest air express transportation company.
‘The Group also represents some of the world’s leading passenger and cargo airlines and specializes in
travel agency services. Today Advantis controls truly international network offeringand is fast becoming,
the undisputed leader in the areas of integrated logistics, freight management, marine services, terminals,
& engineering operations, airport services, aviation supply services, outbound travel services and other
travel related services. fy
IML DELIVERY SYSTEMS (PVT) LTD Iw TQ \\ \ AN
IML Delivery Systems (Pvt) Ltd (Citypak) is a subsidiary of the Hayleys Advantis Grolip. We are acompany
offering island wide domestic delivery solutions: 4 YW YY} LA *
We are looking for candidates who are energetic, hardworking and result oriented for the below vacancy:
AVERY LW YQ
Intemship = Data Entry - 6 months (Panadura}
wo
Job Responsibilities
*  Dailyinternal system update within the scheduled time frame.
© Responsible for the on-time Proof of Delivery (POD) update and sorting.
* Following up with customers, maintaining files coordinating with internal and external teams.
* Supporting invoice generation.
© Ensure proper scanning and traceability of packages.
* Assist with any other duties assigned by the supervisor,
Candidate Profile
*  Aminimum of 63 passes at GCE Advanced Level.
® = Good communication skills in English and Sinhala.
© Knowledge of Microsoft Office.
* School leavers are encouraged to apply.
* Closer to Panadura Candidates are preferred.
If you are interested, please apply via email to vacancy@citypak.lk and mention the position applied for
‘in the subject line of the email.
Hayleys is an Equal Opportunity Employer
Sait a ETE
Sasi ree pp ae et pas ne
PA ree BF Bar ee
«, ye e-_ The World
A World of Opportunity 2H ayleys
ee PEAY IE
",True,express,communication,"communication, express",True
topjobs_1470897,Intern - Business Transformation (2),Ascent Business Solutions (Pvt) Ltd,,2026-02-19,2026-03-07,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000441&jc=0001470897&ec=0000000583&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000441&jc=0001470897&ec=0000000583&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470897.png,SupunWis@ascentsolutionz.com,,"WBA eva Ascent
NN —e
ae
oe f;
Join Our Team at Ascent! CUE fk wy
‘Are you ready to embark on a journey with a groundbreaking company | ae 4 y fo.
‘at the forefront of innovation? Ascent is seeking passionate individuals. ( mS Pel y Ve
to join our dynamic team. As we revolutionize the BPO industry, we are djl f ee: \
‘dedicated to pushing boundaries and redefining standards. y i ‘ uN ‘N
: Did oe er - } \
' | q es
1 : Se fy 1) aD
= he A is ll
—_
Intern= Business Transformation | Covortunities tor your coreert™
About Us A AWS abe
At Ascent, we are driven by a oni pi excellence. Our‘commitment to innovation and customer satisfaction is
unparalleled in the industry. With a focus innovation and diversity, we are shaping the future and makinga lasting impact.
Ween
Job Description
Are you a motivated and detail-oriented individual with a passion for Business Transformation?
We are seeking talented individuals to join our team as a Business Transformation Intern. This is an excellent
opportunity for a current student or a recent graduate to gain hands-on experience in project management and
contribute to impactful projects.
What We're Looking For:
+ Assist in planning, executing and closing project phases.
+ Support project managers in tracking project progress and ensuring milestones are met.
Coordinate with cross-functional teams to facilitate communication and project updates.
Prepare and maintain project documentation, including status reports, project plans, and meeting notes.
Candidate Requirements
Current enrollment in a Bachelor’s degree program in Business Administration, Project Management,
or a related field.
+ Strong organizational and time management skills with attention to detail.
+ Excellent communication and interpersonal skills.
+ Proficiency in Microsoft Office Suite (Word, Excel, PowerPoint).
+ Familiarity with project management software is a plus.
Why Join Ascent?
Innovative Environment Be part of a team that thrives on creativity and forward-thinking.
Opportunity for Growth: We believe in investing in our employees’ professional development and providing opportunities for advancement.
Impactful Work: Your contributions will make a tangible difference in our company's success and the lives of our customers.
Collaborative Culture: Join a supportive and collaborative team where your ideas are valued and encouraged.
Competitive Benefits: Enjoy comprehensive benefits
What we Offer!
= Hybrid work environment = Rewards and wellness programs
""Office Transportation = Career Training programs
Ifyou believe you are well suited for this role, possess the right attitude, and are confident in seizing this opportunity to grow, we
encourage you to submit your CV to SupunWis@ascentsolutionz.com
APPLY (:) https://ascentsolutionz.com, (=) SupunWis@ascentsolutionz.com
NOW
",True,"aws, excel","communication, time management","aws, communication, excel, time management",True
topjobs_1468794,Intern - Procurement (1),Hemas Holdings PLC,Colombo 2,2026-02-14,2026-02-28,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000038&jc=0001468794&ec=0000000038&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000038&jc=0001468794&ec=0000000038&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468794.png,,,"| re) re) |
INTERNG;PROCUREMENT
YOU WILL,
¢ Support procurement activities and (process purchase
orders. NY AWS ol \s
¢ Maintain close lisison with suppliers on timely production,
material supply and follow up shipments.
¢ Review and maintain inventories.
¢ Attend to supplier disputes.
¢ Analyze supplier performance.
ARE YOU ?
¢ A fresh graduate/ final year undergraduate in Material
Management / Supply chain or Logistics.
* Good in MS Excel & other MS applications.
¢ Independent and work with minimum supervision.
¢ Customer relationship management skills.
¢ Negotiation skills.
¢ Strong communication skills.
Come, Grow With Us
Nc Power uP
",True,"aws, excel",communication,"aws, communication, excel",True
topjobs_1471014,Senior Business Development Manager / Business Executive / Business Development Intern,Concept Developer Ceylon (Pvt) Ltd,Colombo,2026-02-23,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471014&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471014&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471014.png,info@cdceylon.org,+94 77 6685833,"WE ARE HIRING

Concept Developer Ceylon {Pvt) Ltd

Location: Colombo (BMICH) / Field-based

Employment Type: Contract / Full-time / Internship

1. Senior Business Development Manager (Exhibitions & Trade Fairs)

Role Overview

Lead revenue generation, sponsorship acquisition, and exhibition space sales for large-scale

trade fairs at premier venues such as Bandaranaike Memorial International Conference Hall and

Cinnamon Life.

Key Responsibilities:

* Drive booth/space sales and achieve revenue targets

* Secure sponsorships from corporates, banks, and financial institutions

* Acquire exhibitors and strategic partners

* Manage sales pipeline and close high-value deals

* Lead marketing and revenue strategy for exhibitions

Requirements:

* 5-7 years’ experience in business development / corporate sales

* Strong negotiation and networking skills

* Proven revenue achievement record 7 7

* Degree in Business, Marketing, or related field ie)

; TY OVUM AVA)

2. Business Executive — Finance & Operations
Wee *

Role Overview

Support financial coordination, invoicing, revenue tracking, and operational business activities

while assisting business development functions.

Key Responsibilities:

* Manage invoicing and payment follow-ups

* Maintain financial and revenue records

* Assist in budgeting and reporting

* Support business and marketing teams with financial updates

Requirements:

* Diploma/Degree in Accounting, Finance, Business, or related field

* 2-4 years’ experience in finance/accounts

* Strong MS Excel knowledge

* Financial qualification will be a strong advantage

3. Business Development Intern — Marketing & Operations

Role Overview

Gain hands-on experience in:

* Import & Export Business

* Exhibition & Trade Fair Projects

* Real Estate Business Development

Work in a professional environment located at BMICH, Colombo.

What We Offer:

* Fixed allowance

* Performance-based commissions

* Exposure to real corporate projects

* Internship certificate

* Career growth opportunity

Ei Apply Now: info@cdceylon.org

FvhatsApp: +94 77 6685833

www.cdceylon.org

Apply within 7 days

Concept Developer Ceylon {Pvt) Ltd

Developing Concepts. Delivering Impact.
",True,"excel, networking",,"excel, networking",True
topjobs_1468720,Audit Supervisor | Audit Trainee,Management Accounting and Business Solutions (Private) Limited,"Dalugama, Kelaniya",2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001468720&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001468720&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468720.png,hr@mabsolutions.tk,,"WE ARE HIRING
Audit Supervisor & Audit Trainee
MANAGEMENT ACCOUNTING AND BUSINESS SOLUTIONS (PRIVATE) LIMITED,
we are a team of Professionals with a wealth of Experience and Knowledge in the field of
Accounting and Taxation.
We are looking for highly-energetic and self-motivated team player who are willing to start there
career in the field of Accounting and Taxation. We have vacancy for Audit Supervisor &
Audit Tainee at Dalugama, Kelaniya.
nN
A Great opportunity for a talented individual to join our audit a
Audit Supervisor AWS a \\
a AWAY
> At least 2-3 years of experience in a audit firm.
> Executive level, BLI orBL2 inCA Sri Lanka.(Having a course in taxation followed
will be an advantage.
> Have the knowledge & ability to carry out audit assignments using recognized
software (such as QB, ERP, SAP, Tally, MS Excel, MS Powerpoint)
> Experience to work with RAMIS system(IRD Sri Lanka).
> Ability to handle multiple assignments in challenging environments.
> Willingness to travel extensively to the field assignments.
> Age Below Under 30 Years.
Audit Trainee
> Passed G.C.E. (A/L) in commerce Stream or Partly Qualified in Professional
Qualification (AAT/CA/CMA)
> Knowledge“n MS Office Package.
> Positivg @ttitude and excellent communication skills.
> Age below 25 Year;
Please forward your Complete CV with two non-related referees to
hr@mabsolutions.tk
(Only shortlisted candidates will be contacted)
nKES
",True,"aws, c, excel",communication,"aws, c, communication, excel",True
