ad_id,title,company,town,opening_date,closing_date,ad_url,vacancy_details_url,poster_image_file,emails,phones,ocr_text,is_internship,tech_skills,soft_skills,skills_all
topjobs_1470289,Intern-HR  (1),DSI Samson Group,,2026-02-18,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000201&jc=0001470289&ec=0000000538&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000201&jc=0001470289&ec=0000000538&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470289.jpg,,091 309 4469-72,"Sf WEARENRING [———————
InterngakiumanjResource
epee nee dean ana
OiGalle

- ©Key Responsibilities. —--———>=""Requirements >
- Passist in recruitment process. ""_@Following or completed a Degree /.
-€ Contribute to all HR development Diplomain Human Resource .
_ activities Management. eae
_Maintain employee records &HR ~~ §®Good communication skills in|)...
. Information System. English ESE
“Support to attendance, leave, and. E&Proficiency in MS Office (Word,
“payroll documentation processes. Excel, PowerPoint) Catan
“Contribute in employee ¥ Positive attitude and willingness °
engagement activities and HR to learn © es
“projects. | eee
: f)Provide administrative support to ag ee
the HR department as required. CR eg
Sut Apply Now saan ee ME +
Pcareers@samsonintcomn Samson International PLC

# with the names of two non-related referees Akuressa Road, Boganagoma, Galle

Pndicating the postig thecublect ine within 4 Tel: 091 309 4469-72
days of, this advertisement <oggieeimeeanes sen
",True,excel,communication,"communication, excel"
topjobs_1473775,Intern - Digitalization (1),MAS Capital,Biyagama,2026-02-26,2026-03-12,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001473775&ec=0000000662&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001473775&ec=0000000662&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473775.png,,,"KIGCKSTARTAYOUR CREE ER|WITHIMAS eam
Callin out all bright minds looking to gain valuable experience in,the ~
ever evolving Apparel Industry! We are on the lookout fotinnovative ~
thinkers to join MAS Capital - Biyagama as any : ’
. Intern = Digitalization ; _—
Enterprise Solutions f 4,
AwWhoWe're Looking For: -
Weare. looking for Rrcactye, Undergraduates and Graduates, in software ee
Engineering’ Data ‘Analytics or Computer Science along with strong
communication skills'and knowledge in Power,BL to join our, ,
afte od beantagmmealt :
team of, changemakers. ne ,
As a Digitalization Intern, you will create user friendly business applications and
dashboards using Power Apps and Power BI to optimize processes while
working with stakeholders across departments to deliver, technical solutions and :
provide ‘documentation‘ortrainings :
(Apply now!)
Apply within 7 calendar days of this advert being published.
o~ n S
| te} aie L
| mr
t
",True,power bi,communication,"communication, power bi"
topjobs_1469728,Intern- Branch Operations (Tissamaharama) (1),Softlogic Life Insurance PLC,,2026-02-17,2026-03-03,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000062&jc=0001469728&ec=0000000576&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000062&jc=0001469728&ec=0000000576&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1469728.JPG,careers@softlogiclife.Ik,,"NS wy
¢ Py a“ mo
/ f ~
. fr eb ~
\ pee \
N TAX: CO
: a . ~
was "" as x.
- VACANCY®): *
ry intern Branch Operations (Tissamaharama)
‘Are you looking to start your, career at 3A great place to work""?
Ifso, come join our record-breaking ‘sales team for an exciting new journey!
{ (JOB PROFILE )
Me a AN
Provide administrative ‘assistance to the branch operations.
f; Prepare documents for, the Sales Support: Division gil
&. Maintain:the registry for all documents related to branch operations)
“Answer inbound calls while ehsuting'a high level of customer eivice)
{ ELIGIBILELY CRITERIA, }
ae BF csinplcion CCE NEW ‘ood results
Re, Sound’ knowledge of MS Office applications
ma. Excellent communication:skills iri English (spoken & written) J
_. BaP Tamil-speaking candidates are encouraged to apply
E We also weleome applications from school leavers who are eager to kiclestart their careers,
Please mention the position along with the preferred location in the email subject lined
a a aa ae ee J
DhWerd your CV 50)
careers@softlogiclife.Ik}
fice reuiaces PLC a Veena ie inuler ule the reguialion of ie aufarce eulatory Comiriason ofr Lanta (CSL)
‘| | Sewrt
softlogic fy B
rt:
u FE LEGENDS
By submitting your resume, yeutonfrm ord consent to have rei undertood;and accepted the Privacy Notice cfeRogIe Lead
Fhittpsiieotloglclfalkiprivacy-notica/ and.acknowledge that Softlogié tite theurance PLC shal process all tha Infarrnation you provid ify
""your eazureInchiding perconal data to evahiate your candidacy for armplayimens afc contact you about potential opportunkleg i
‘verification of your pereonal data we shall isa refer or cary aut searches ae necessary toxhiough social madia platforms. Wel,
‘etsin your redume for 365 dave unless you expraccly request deletion or exercise of ay af your fights asa data subléct.
",True,,communication,communication
topjobs_1471461,Management Trainee,Diligent Consulting Group,Boralesgamuwa,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471461&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471461&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471461.png,.salesi9@diligroup.com,,"Ditigent Group 8 i ee :
i: a. .” be MS i. a ae
VER TA (_ MANAGEMENT TRAINEE)
“ ae 4. pM q oo TTT
’ oP er Lee
! | ‘Sait: eany' @ Should have completed a Degree/Diploma
, : ‘ . wt ‘ ‘a el iy * preferably in Business Management/Admini-
on (en r eo P “ \ stration / HRM/ Physical Sclence/
uy nt es a ¥ Marketing Management/ International
. Gl A ig ig
ai oot F oy ‘i 42 ni Relations/BCom, etc...
| Ss ed
3 = or Ee , © Mustbe fluentin English
. a: if y y fi . o ee @ Excellent Personality with Good PR skills
: re, a
5 ’ ii V9 # A th? © Promoting & dealing with local & International
an \W, - i thy a clients
. BECa 4 a A
MAD: nee ( @ Fresh graduates are encouraged to apply.
all © Startingsalary :Rs. 45,000+ Incentives
JOIN OUR @ WorkLocations : Boralesgamuwa
—\
Right candidates can look forward to rapid career progression in the RS ena Ra
management path with regular increments. crececetececeneceect
APPLY) Send your CV & Resume Sees:
Crs @ .salesi9@diligroup.com @ (©) “Www.diligroup.com teen
",True,,,
topjobs_1473237,Accounts Trainee,DPR Consultants (Pvt) Ltd,Rajagiriya,2026-02-25,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001473237&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001473237&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473237.jpg,Careers@dpr.lk,,"a.E I
Hiring ! a
qo a -
‘Accounts Trainee / :
!
é
DPR Consultants (Pvt) Ltd, a leading firm specializing
in accounts, tax consulting and compliance, and {
payroll management is part of the DPR group. With a SE PN
proven track the record of delivering tailored solution’ : sh Pods i SEN
to local & international “clients. \We'\ are seeking ~~ f ro ie :
enthusiastic Accounts Trainees to Join ‘our dedicated 2 oon x MAL
team. Wwe ee fo RR Tee
eet AR - ‘
* Recently completed or currently pursuing wr ag ri Ox 4
a degree in Accounting., Finance, 7 A AN fie |
Commerce or a related field. , Ki SN : Z es
* Basic understanding of accounting 7a ee we 4 Sp
Principles and. financial statements. 3 wk, it IN “a
7 a q SS, Ves
Apply Now OWT Eo = .
s oa Kg ta “ *
Send Yours CV To My ee LY)
Careers@dpr.lk C7 ioe
. “fe —s
Pee: eel te
DPR Consultants (Pvt) Ltd Noi35B""A/17 Rajagiriya Road’ Rajagiriya
",True,,,
topjobs_1472830,Intern - Human Resources,Ceylon Beverage International (Pvt) Ltd,Horana,2026-02-24,2026-03-10,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001472830&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001472830&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472830.png,careers@ceylonbeverage.com,,"CEYLON/S
BEVERAGE
INTERNATIONAL
RU ACANGYAN ""
Intern — Human Resources
Ceylon Beverage International (Pvt) Ltd is Sri Lanka’s biggest beverage processing, filling &
exporting company which is catering to both local and international customers from all around
the globe.
We are expanding and looking out for high caliber individuals to join our team that can drive
innovation and make a global impact. At CBI you will find a workplace that inspires you to be your
best self while empowering you to grow professionally and personally, ‘ i]
Who We're Looking att aAMiow
© Weare seeking proactive Undergraduates or Graduates in Human Resource Management
with strong analytical and interpersonal skills to join our dynamic team.
® Sound English literacy
* Good management and interpersonal skills
© Good IT literacy
© Candidates residing near the Ingiriya area will be given high preference.
Your Role with Us:
Assisting in payroll processing
@ Supporting attendance management
« Assisting in employee relations activities
*® Supporting recruitment processes
« Assisting in HR services administration
@ Supporting other related HR functions that drive the operations unit
Interested candidates may forward their resumes with two non-related referees' names and
contact details to careers@ceylonbeverage.com within 7 days of this advertisement. Please state
the post applied for in the subject line of your e-mail. The selected candidate will receive a
competitive remuneration package on par with industry standards.
CEYLON BEVERAGE INTERNATIONAL (PVT) LTD:
ee yy ey
Lot 53B, Horana Export Processing Zone, Poruwadanda, Boralugoda, Horana}}
",True,,,
topjobs_1471820,Intern - Industrial Engineering (1),MAS Intimates,Ratmalana,2026-02-23,2026-03-09,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001471820&ec=0000000374&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001471820&ec=0000000374&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471820.png,,,"» 4 a . ie
hr ne melt
MESAE YOUR CAREERIWITHIMASE -
Callin out all bright minds looking to gain valuable experience in.the «
ever evolving Apparel Industry! We are on the lookout fotinnovative a.
thinkers to join Bodywear,- Ratmalana as an. : ’
Intern Industrial Engineering im ~
of v 1 » . :
. RWho.Were, ooking.For. - —
Weare looking for proactive Undergraduates and.Graduates in, Engineering, .
pain Crt} bn a aia Pee 5 I pepmrmmeme ssemedpertaeuets-af pane pace; -aagfitaanm Atk grt page nat e
Statistics or, Mathematicsalong Withrstrong communication and analytical skills
Sn Coen pen te aarnatipmesg deh gales
to join ourteam of changemakers. -
LY ournRole,with Us: ;
As an industrial Engineering intern, you willsupport the team in handling :
Standard Minute,Value saving projects, manage maintenance cost saving
initiatives and oversee building drawings,
(4ppily, now!) ~
Apply within 7 calendar days of this advert being published.
ae -, ,
’ ~ ~ Wwe
& a 4 NY
= N
ge PVF 3a OX
| eet Qu ¢-
eae fo VLAN
NX s. oh! \
| _— y . . — c . = f ; }
We are an equal opportunity employer and welcome all qualifying candidates to join our team of MAS professionals,
",True,c,communication,"c, communication"
topjobs_1464771,Intern - Human Resource,Cinnamon Hotel Management Ltd,Colombo,2026-02-05,2026-02-28,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000049&jc=0001464771&ec=0000000230&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000049&jc=0001464771&ec=0000000230&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1464771.jpg,,,"* secrete 2 : feo?
en NN iE
Ye) A
vic 7), ye aon
Mes ie oes ws Of ‘ Woe a, i
5 bes ae Cn : TR,
Lot Be ee mee INES nay
F pond ee COM. iu) ae!
; ar ey. ge eed oe
; all Sa y_%, f
y
” a) J

Define your future’

Horn Cinnamor.Lotels & Resorts Sri Canka's Jargest hotel f /

chaingwithea portfolio of 17 hotelsand resorts ingon Lanka TT

ere he MarciveeMactiomeniercone US$T4 Bilion _

Cinnamon Literal City of Dreams Si Lanicas «J, HUMAN RESOURCES

AS a membepoionn Keells Holdings PLCS

one of Sri Lanka's largestiisted, conglomerates’

Wwe of eh inspititig CareeL ODPOUniticss

Ipvoure: passionate aboutdelivering uppatalieled quest experiences and thrive ina creativexcollavorative
environmentkWe invite Vou to explorera careenwith useClick to Applyand set othorma jourmey,where, your
Massion. goes hand in hand with excellence)

M C ! ) = ! ¢; i CLICK\TO’APPLY, NOW,
John Keells Group is an equal opportunity employer and we invite applications
from all suitobly qualified individuals to join our team,
“By applying, you consent to the processing of your personal information
for recruitment purposes and acknowledge that reference checks may be conducted,
",True,c,,c
topjobs_1471292,Intern - Civil (Ja ela) (1),JKH Property Group,,2026-02-20,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000049&jc=0001471292&ec=0000000312&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000049&jc=0001471292&ec=0000000312&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471292.jpg,,,"Graduatt 2
raduating soon:
m al
Engineerineanterns!
. b 2 2 ee : Wr Bo Ty aR rere yf
dm AN NBS) Ni SG Neer ESP |e
von a. tT een Vi NA ee, OS ITN es. ; Se oa |
GOW? WW Men heer Kes. Se ea PS el
John Keells Properties is looking for dynamic individuals to take on the
challenge of building high-rise buildings with modern technology and
cutting-edge designs!
Are you up for it?
Gyewaroe Gil, Mechanical and Glactical Gngiheaiihng aeiar eno tik yew Here whet
ii{takes¥forwardjyourresumetolhr:ikp@keellsrcom'
JOHN KEELLS y Ns John Keells Group Is an equal opportunity
4 PROPERTIES y O KH employer and wens appar fra
",True,,,
topjobs_1470483,Intern - Technology Services (1),MAS Capital,Malabe,2026-02-18,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001470483&ec=0000000662&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001470483&ec=0000000662&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470483.png,,,"» n a . ie
rn melt
KIGKSTARTAYOUR CAREERIWITHIMASE _
Callin out all bright minds looking to gain valuable experience in.the «
ever evolving Apparel Industry! We are on the lookout fotinnovative a.
thinkers to Join MAS Capital - Malabe as an. : ’
: Sian Gna Sanaa .
Intern=Technology Services m4 ; 7
Enterprise Solutions . :
maWhoWervre. Looking;For: ; ° |
We-are looking for proactive Undergraduates in Cybersecurity or, Information an
Technology along with strong communication and team working skills to join
eng
ourteam of changemakers: . a
YY ounRole,with Us: ;
‘AS ahechnology Services intern, you will support the implementation of new,
processes and activities while monitoring data access, management.and related
mgrdrn ¥ ord getine wr g ~) ae
activities of employees to’ensure data restriction and protection of,
organizational information:
(opi; now!)
, Apply within 7 calendar days of this advert being published,
<> a >
- ~—
I Aalto Sy cre)
7 as —— ~~ — <4. :
s : —~—T
1
We are an equal opportunity employer and welcome all qualifying candidates to join our team of MAS professionals.
",True,cybersecurity,communication,"communication, cybersecurity"
topjobs_1465394,Trainee Production Executives | Trainee Production Assistant & Graduate Intern,S&S Wickremasinghe Holdings (Pvt) Ltd,Kurunegala,2026-02-06,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001465394&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001465394&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1465394.png,sardha_wick@yahoo.co.uk,,"VACANCIES FOR TRAINEE PRODUCTION EXECUTIVES/ TRAINEE PRODUCTION
ASSISTANTS & GRADUATE INTERNS
S&S Wickremasinghe Holdings (pvt) Ltd is an R&D based food manufacturing company located in
Welipennagahamulla(Kurunegala District), with innovation as the key focus. With a skilled R&D team,
we are manufacturing FMCG food products for the local and export markets.
Required qualifications for GRADUATE INTERNS/TRAINEE PRODUCTION EXECUTIVES:
Bachelor of Degree in Food science/equivalent or in a food related field
or at
Candidates must possess a High National Diploma(HND) or equivalent in Food science or related
field, with 6 months of industry experience. ivy S \\ es
a NINN 4
Required qualifications for TRAINEE PRODUCTION ASSISTANTS:
PVPaVyH VL eed tee
Candidates must possess a diploma or equivalent in Food science or related field with a
minimum of § months work experience in a related field.
: Vn
Key Responsibilities for the PRODUCTION EXECUTIVE:
1. Execute production planning, manage production Line.
2. Maintaining quality standard system.
3. Preparing production related documents.
4, R&D ina team environment,
Age preferably above 26 years.
Salary: negotiable.
Can provide assistance in finding suitable Accommodation for the selected
candidates.
Location: Welipennagahamulta (NWP - Kurunegala District)
Please forward your CV with references asap to: sardha_wick@yahoo.co.uk
",True,,,
topjobs_1473240,Intern - Technical projects  (1),MAS Capital,,2026-02-25,2026-03-11,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001473240&ec=0000000662&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001473240&ec=0000000662&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473240.png,,,"KIGCKSTARTAYOUR CREE ER|WITHIMAS eam
Calling out all bright minds looking to gain valuable experience in the ~
eo apn | a eng fof any a ae ea.
ever evolving Apparel Industry! We.are on the lookout forinnovative: ~
thinkers to join MAS Capital - Battaramulla as an, . ’
. im Interne,Technical Projects 1 oe
Enterprise Solutions | t Fg
BWhoWerreLooking-For: a ;
Weare looking for proactive Undergraduates and Graduates in-Textile, Chemical Mii
RROD ~ nett atinand § 4 WO av nay tpt mma Araneta alee mf fine SOE = 7. «
or Mechanical Engineering along with strong communication and team working
skills to join our,team of changemakers: ra
Y OuRRolewith,Us: i
‘As a Technical Projects Intern, you will oversee and drive ongoing craftsmanship -
projects, coordinate, with Manufacturing Plants while creating and maintaining
systems to support craftsmanship initiatives; .
(Apply, now!) :
Apply within,7 calendar days ofthis advert being publishedg
eee
—_———— A
7 | = —
; . oO == ___ ~ Om
wag ws —
vent = ry) did
y ya 2 >:
\\ Ad = SNK ~ ff a
key mee
We are an equal opportunity employer and welcome all qualifying candidates to join our team of MAS professionals.
",True,,communication,communication
topjobs_1473978,Call Center -Trainee to Executive Level  (1),Jobfactory,Colombo,2026-02-27,2026-03-13,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000375&jc=0001473978&ec=0000000492&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000375&jc=0001473978&ec=0000000492&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473978.png,,,"Pn ee es Neues 1 iB se
See I ie
Sry wy E Poet ret ae Goes
Fe Cs Ad sae en. a es =e oo ee
Sore Sm as S
ey anti E-GEN: en Bl ey
& = EAL NEES 2
BS ecee mel. ae ee Ses ee
Se ae N ee ae Noes
oe TRAIN LEVEL Ea
% Pe ene INSURANCE COMPANY! ace eed Se
Recents JOIN eal Rae Ss ps See | aN | Baie
JS eo re || Seon Ciclisel ae eo V2 Qk E
See ee ASS) ed ae veks lepeoteee| het er Cs e Varo
Vgre we PML <a CE y, SS, vd,
es ae oe a ee Og MAE SS See | pas
or <<a 2 2S Oo ee an = Ss = ic
Se ee PT ah es
ee ae J Days: Mone Vacspennen il. 9:00 PM) Lee ees
ee = Working fe ER Hs ek (Until 9:( reno ge eee ss noes =
~ e hifts per, Week (Unt are fs iS
oie aie S ARRESTS ee ee Sate es
Be two Late akend Days per ont ee een bape
oe Two Weekend | meee Si sinhal eee
Be cond communication = = TPRLICABLEN SS,
Becooe on eT shes OT AREE ee eRe aan
I ct tet De oa Wl 7 eens a oe
EVAPPI 70 Ne ENS Se oe eae ghee SOON
= rajobl SOL eS
aS 4 hrejol sy Serer with Usix Soe oe
aa nee \aee: Build Your, £ = Die OS Fae Sau oe
ee eae es ee eee
oe ee oes. we ee
See ee el gue
",True,,communication,communication
topjobs_1471945,F&B Trainees | Banquet Operation Trainees | Kitchen Steward Trainees | Trainee Commis (Hot | Pastry),Waters Edge,Battaramulla,2026-02-23,2026-03-09,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471945&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471945&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471945.png,,,"_
LL N
<— sg ; WATERS \,
wT ae i, Be erg Mase Rage tteay
= i did ai Agta tl ci int) gees :a: io yee
me) a Apt Ser Eg tA ce Se,
ph ene Pee feta, AOS Oe ich Ecc cd
ee eee TS Se eee De ANS te ty fa ; DER Spey ie Bate tora
Lorton est ei Uta LIN 25 ele Epo VER
ey Se whos 15 py en i] ri Sit $ > Tae ar oe aS
“Happiness Is Always at The Edge — Change and be
Happy!”
Waters Edge, defining the benchmark of Sri Lankan hospitality, offers an exceptional culinary
and service experience, synonymous with a star-class hotel. As we continue to expand our
horizons with exciting projects and world-class dining concepts, Waters Edge provides
unparalleled career opportunities for those who thrive on challenges and aspire to excel in
hospitality! We are hiring,
1. F&B Trainees
2.Banquet Operation Trainees
3.Kitchen Steward Trainees
4.Trainee Commis (Hot / Pastry)
CV dead BOC~
0a SSOQA Seas seen 6Besoaien
23 Feb 2026 &0 27 Feb 2026 esd)
11.00 am- 1.00 pm
“lf you have a passion for setting industry standards in hospitality, we invite you to join us
on this journey.”
",True,excel,,excel
topjobs_1468267,Project Management Intern,Eco Engineer's and Consultancy (Pvt) Ltd,Negombo,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001468267&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001468267&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468267.png,infoecoengshr@gmail.com,,"ECO ENGINEER'S & “sss N eee
S22 CONSULTANCY - PVT LTD oF \
& Following or recently completed a diploma/degree in AN
Management, Business, Engineering, ora related fields, 13) ae Bes
YN VV AAW fmm!
[Y% Good organizational and time management skills: Z ~~
Vi yu wd Yee O >
[& Strong communication skills, , tn gy
Prats vs AS :
[Y Basic knowledge in Project Management Methodologies A, =o"" &
[& Ability to work in a team and meet deadlines. wae
£% Willingness to learn and take initiative. 4 Wi fo
[& English proficiency required (Sinhala/Tamil is a plus), See pes [o""
&B Bike license is an added advantage (advantage). i - e “, ""
ibis a
KEY RESPONSIBILITIES a er ,
& Assist in planning, scheduling, and coordinating roma di) oe Sy
* é -
(G Support daily project tasks and follow-ups. 4 iy 5 im! A wf
LY Prepare basic project documents and reports. < \ 7 , / if Zi
Y Track timelines and task progress. A \ n ‘ Zz
[% Communicate with team members iE . z. ;
and stakeholders. “GE
ry) Send your cv to:
(OE now) youre .
infoecoengshr@gmail.com
",True,,"communication, time management","communication, time management"
topjobs_1472810,Trainee Officer - All Island,Vallibel Finance PLC,Colombo 3,2026-02-27,2026-03-10,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001472810&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001472810&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472810.png,careers@vallibelfinance.com,0710818152,"ne rs ee se ee |
oucaicael
pottice, 300! Ae ie
q \ ‘ FINANCE COMPANY,
ah Cap. J oO"" IN SRILANKA
T=. wes ~~ - yy < ;
S a — a | . ~~

+ Completed A/L's (School leavers are encouraged to apply)

+ Age group between 18-22 yrs
GEE How to apply)

@ careers@vallibelfinance.com © 0710818152 wwwvallibelfinance.com
——{E————==_—=$=_—$—$=$=_—— ‘wwew.vallibelfinance.com| acres
",True,,,
topjobs_1471380,Intern - Human Resources,United Tobacco Processing,Katunayaka,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471380&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471380&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471380.png,,,"eo Meal cu * i i es Oe |
ie i ee Cai aoe wo pe “
a oes wg ee — Oy eer ee see
elite Set Sana es ES He Le Pa:
de WE STG EE SU se! Apo Sse
f 2 Sears eee lees nee ae ee
Fy fare Sacer EAE: ER os
Rol BS INTERN-HUMAN_RESOURCES Sigg
a Fe ee en Cate chains at era Set ban eal
Welcome to the world of cigars
Intern-Human Resources
FUNCTION: th iS
~ A 0
We are looking for a competent, dynamic, and motivated HR Intem to join our Human Resources Department.
In doing so, we seek the next generation of HR professionals who are tech-savvy, eager to learn, and ready to
contribute to innovative HR practices.) } ) ) “~~
Asan HR Intern, you will report to the HR Manager and assist in various HR functions including recruitment,
employee engagement, and administrative support. The successful candidate will be enthusiastic, a team
player, and proficient in modern office technologies.
JOB DESCRIPTION & RESPONSIBILITIES
JOB DESCRIPTION & RESPONSIBILITIES
Assist in recruitment and onboarding processes
© Maintain employee records and HR databases
Support HR team in day-to-day operations and administrative tasks
© Help organize training sessions, events, and employee engagement activities
Contribute to HR projects as assigned
Prepare HR reports and presentations using MS PowerPoint, Al tools, and other digital platforms
Assist in leveraging technology to improve HR processes
EXPECTED QUALIFICATION & EXPERIENCE
Currently pursuing or recently completing a degree in Human Resource Management, Business Administration,
Business Management or related field
© Strong communication and interpersonal skills
©. Detail-oriented, organized, and proactive
© Proficient in MS Office (Word, Excel, PowerPoint} and am familiar with Al tools or ather modern HR technologies
© Positive mindset, enthusiastic, and eager to lean
INTERESTED? GET IN TOUCH!
Closing date: 28"" February, 2026
Contact: career(@utpsl.com
7 ee 5 \Great
— ’ ccs cw
a Ut aw es
aed | aed sd roisces terereg came on” el
",True,excel,communication,"communication, excel"
topjobs_1471545,Intern. Finance,Cinnamon Hotel Management Ltd,Colombo,2026-02-20,2026-03-05,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000049&jc=0001471545&ec=0000000230&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000049&jc=0001471545&ec=0000000230&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471545.png,,,"Guamc«n,
HOTELS & RESORTS
LEC. ;
‘ ""ASS Tk 4 A a
GER eee aN ie
. Goes 4 4\ PALF wy 7 ae
Lo<: [oe Le
= 4 : cee ‘ j
Join Cinnamon Hotels & ResortsNSri Lanka's leading hotel chain*with16
exquisite properties in Sri Lanka and the Maldivesyincluding the highly
anticipated CINNAMON LIFE at City of Dreams Sti LankavAsva proud
member ofUohn Keells Holdings PLC¥one of Sri Lanka's largest INTERN
Feta part pananamettinme Teea fps same ey
conglomeratesywe offer unparalleled opportunities for growth and
development! (GJ, FINANCE]
We’re now offering internships for Finance graduates with strong analytical
skills‘and proactive mindsets}
LIEVourerpdssionale-cBOULde peering Unparg lleled guest Seas itive ig Creolivewc Ollabor clive
environmentewednvite yOu Moexplorceme sree with ""st Click to Apply-anciset off ote joumey where
Fyourpass on docs and Im pand witpexcellencay
John Keells Group is an equal opportunity employer, and we invite applications from all suitably
qualified individuals to join our team. By applying, you consent to the processing of your personal
information for recruitment purposes and acknowledge that reference checks may be conducted.
",True,,,
